,Year,Ethnicity,Gender,Protected_7,Protected_6,Protected_8,Athlete,Program,Protected_5,Next_Fall_Not_Discontinued,Four_Year_Not_Discontinued,Four_Year_Completed,Six_Year_Completed
5803,2017-18,White,Female,1,9.579003174,0,Volleyball,Athletic Training,40,0,1,0,0
5804,2017-18,Two or more races,Female,0,7.790696031,1,Not an Athlete,English,69,1,1,0,0
5805,2017-18,White,Female,1,0,1,Not an Athlete,Music,20,1,1,0,0
5806,2017-18,White,Female,1,7.378383713,1,Not an Athlete,Undergrad Teacher Education,62,1,1,0,0
5807,2017-18,Two or more races,Male,0,9.638023489,0,Not an Athlete,Engineering,57,1,1,0,0
5808,2017-18,White,Male,0,8.263332667,1,Two or more sports,Biology,82,1,1,0,0
5809,2017-18,Hispanic,Male,0,0,1,Two or more sports,Business,7,0,1,0,0
5810,2017-18,White,Male,0,10.3745219,0,Not an Athlete,Engineering,51,1,1,0,0
5811,2017-18,White,Male,0,10.65495081,0,Football,Business,45,0,1,0,0
5812,2017-18,Asian,Male,0,2.995732274,1,Not an Athlete,Nursing,79,1,1,0,0
5813,2017-18,White,Male,1,11.33959536,0,Football,Business,80,1,1,0,0
5814,2017-18,Unknown Race and Ethnicity,Male,0,12.50000266,0,Not an Athlete,Chemistry,69,1,1,0,0
5815,2018-19,White,Male,0,0,1,Not an Athlete,Engineering,69,1,1,0,0
5816,2018-19,White,Male,0,8.041734711,1,Not an Athlete,Psychology,98,0,1,0,0
5817,2018-19,White,Female,0,0,1,Not an Athlete,Engineering,62,0,1,0,0
5818,2018-19,White,Male,0,9.274347502,0,Not an Athlete,Engineering,99,1,1,0,0
5819,2018-19,White,Female,1,7.956476798,1,Lacrosse,Honors Program,99,1,1,0,0
5820,2018-19,White,Female,0,8.794067065,0,Not an Athlete,Undergrad Teacher Education,64,1,1,0,0
5821,2018-19,Two or more races,Male,0,11.1258944,0,Not an Athlete,Engineering,68,1,1,0,0
5822,2018-19,White,Female,1,9.112948026,0,Not an Athlete,Undergrad Social Work,98,1,1,0,0
5823,2018-19,White,Female,0,6.835184586,1,Not an Athlete,Politics,98,1,1,0,0
5824,2018-19,White,Male,0,11.66628154,0,Not an Athlete,Computer Science,93,1,1,0,0
5825,2018-19,Hispanic,Female,1,0,0,Not an Athlete,Undeclared,57,1,1,0,0
5826,2018-19,White,Female,1,8.895355617,0,Not an Athlete,Undergrad Teacher Education,18,1,1,0,0
5827,2018-19,Hispanic,Female,1,8.941021984,0,Lacrosse,Undeclared,89,1,1,0,0
5828,2018-19,White,Female,0,9.05134464,0,Not an Athlete,Health & Human Performance,66,0,1,0,0
5829,2018-19,White,Male,0,9.877554171,0,Not an Athlete,Sociology,71,1,1,0,0
5830,2018-19,White,Female,0,10.11415358,0,Two or more sports,Undergrad Social Work,45,1,1,0,0
5831,2018-19,White,Female,0,10.19958412,0,Not an Athlete,Art & Design,78,1,1,0,0
5832,2018-19,White,Male,0,11.56619131,0,Not an Athlete,Business,97,1,1,0,0
5833,2018-19,White,Male,0,11.56619131,0,Not an Athlete,Health & Human Performance,97,1,1,0,0
5834,2018-19,Two or more races,Female,0,10.19529859,0,Not an Athlete,English,90,1,1,0,0
5835,2018-19,White,Female,0,8.22389538,1,Not an Athlete,Honors Program,99,1,1,0,0
5836,2018-19,Asian,Female,0,10.50826789,0,Not an Athlete,Psychology,45,1,1,0,0
5837,2018-19,White,Female,0,9.514732058,0,Not an Athlete,Music,98,1,1,0,0
5838,2018-19,White,Female,0,11.03737046,0,Not an Athlete,Engineering,73,1,1,0,0
5839,2018-19,White,Female,1,10.01529723,0,Not an Athlete,Nursing,88,1,1,0,0
5840,2018-19,White,Female,0,10.13440084,0,Not an Athlete,Biblical Studies,57,1,1,0,0
5841,2018-19,White,Male,0,9.30164253,0,Football,Undeclared,57,1,1,0,0
5842,2018-19,White,Female,0,8.376320633,1,Not an Athlete,Nursing,97,1,1,0,0
5843,2018-19,White,Male,1,10.36910658,0,Not an Athlete,Theatre,63,1,1,0,0
5844,2018-19,White,Male,0,13.81550956,0,Not an Athlete,Art & Design,69,1,1,0,0
5845,2018-19,White,Male,0,9.429315246,0,Baseball,Psychology,36,1,1,0,0
5846,2018-19,Hispanic,Female,0,9.886341394,0,Not an Athlete,Cinematic Arts,51,1,1,0,0
5847,2018-19,White,Female,0,8.908288886,0,Not an Athlete,Nursing,51,1,1,0,0
5848,2018-19,White,Female,0,11.05445507,0,Two or more sports,Health & Human Performance,95,1,1,0,0
5849,2018-19,White,Male,0,9.467460139,0,Not an Athlete,Health & Human Performance,81,1,1,0,0
5850,2018-19,White,Male,0,13.02403585,0,Two or more sports,Nursing,98,1,1,0,0
5851,2018-19,White,Female,0,9.692025506,0,Not an Athlete,Nursing,44,0,1,0,0
5852,2018-19,White,Female,0,9.057538782,0,Not an Athlete,Engineering,76,1,1,0,0
5853,2018-19,White,Female,1,9.279866435,0,Not an Athlete,Psychology,80,1,1,0,0
5854,2018-19,White,Male,0,11.40594141,0,Not an Athlete,Music,99,1,1,0,0
5855,2018-19,Hispanic,Female,0,8.512783483,1,Not an Athlete,Psychology,73,1,1,0,0
5856,2018-19,White,Female,0,9.601503695,0,Not an Athlete,Nursing,27,1,1,0,0
5857,2018-19,Hispanic,Female,0,9.545669098,0,Not an Athlete,Nursing,47,0,1,0,0
5858,2018-19,Hispanic,Female,1,0,1,Not an Athlete,Biochemistry,85,1,1,0,0
5859,2018-19,White,Female,0,10.89206174,0,Not an Athlete,Undergrad Social Work,99,1,1,0,0
5860,2018-19,White,Female,0,10.4443573,0,Volleyball,Health & Human Performance,74,1,1,0,0
5861,2018-19,White,Female,0,10.5351316,0,Not an Athlete,Nursing,40,0,1,0,0
5862,2018-19,White,Male,0,11.14119489,0,Soccer,Politics,99,1,1,0,0
5863,2018-19,White,Female,0,10.95687581,0,Not an Athlete,Chemistry,86,1,1,0,0
5864,2018-19,White,Male,0,7.875499292,1,Football,Engineering,85,1,1,0,0
5865,2018-19,Hispanic,Female,0,9.718903438,0,Two or more sports,Business,14,1,1,0,0
5866,2018-19,White,Male,0,12.09663159,0,Golf,Engineering,57,1,1,0,0
5867,2018-19,Hispanic,Female,1,6.161207322,1,Not an Athlete,Undeclared,61,1,1,0,0
5868,2018-19,White,Female,0,10.52621227,0,Not an Athlete,Business,53,1,1,0,0
5869,2018-19,White,Female,0,10.64832545,0,Two or more sports,Athletic Training,73,1,1,0,0
5870,2018-19,White,Female,0,10.49979338,0,Not an Athlete,Undergrad Teacher Education,51,1,1,0,0
5871,2018-19,White,Female,0,10.49979338,0,Not an Athlete,Music,51,1,1,0,0
5872,2018-19,Hispanic,Female,1,0,1,Not an Athlete,Nursing,88,1,1,0,0
5873,2018-19,White,Male,0,9.400382052,0,Not an Athlete,Mathematics,99,1,1,0,0
5874,2018-19,White,Female,0,10.55539599,0,Not an Athlete,International Studies,90,1,1,0,0
5875,2018-19,White,Male,0,9.347228624,0,Tennis,Engineering,59,1,1,0,0
5876,2018-19,Hispanic,Female,1,8.975883061,0,Not an Athlete,Nursing,69,1,1,0,0
5877,2018-19,Asian,Male,0,9.650657691,0,Not an Athlete,Engineering,73,1,1,0,0
5878,2018-19,Hispanic,Male,0,2.772588722,1,Not an Athlete,Biology,61,1,1,0,0
5879,2018-19,Two or more races,Male,0,11.5500671,0,Not an Athlete,Engineering,81,1,1,0,0
5880,2018-19,Hispanic,Female,0,10.07622163,0,Not an Athlete,Nursing,61,1,1,0,0
5881,2018-19,White,Female,0,9.253974409,0,Not an Athlete,Art & Design,61,1,1,0,0
5882,2018-19,Two or more races,Female,1,8.305484018,1,Softball,Nursing,76,1,1,0,0
5883,2018-19,White,Male,0,9.458995712,0,Football,Engineering,57,1,1,0,0
5884,2018-19,Hispanic,Female,1,9.16805898,0,Soccer,Athletic Training,63,1,1,0,0
5885,2018-19,Hispanic,Female,1,9.16805898,0,Soccer,Business,63,1,1,0,0
5886,2018-19,Hispanic,Male,0,9.766751029,0,Not an Athlete,Engineering,57,0,1,0,0
5887,2018-19,White,Male,0,9.319912008,0,Football,Nursing,93,1,1,0,0
5888,2018-19,White,Male,0,10.8539478,0,Not an Athlete,Engineering,73,1,1,0,0
5889,2018-19,White,Female,0,10.38711668,0,Not an Athlete,Health & Human Performance,59,0,1,0,0
5890,2018-19,White,Male,0,10.29343285,0,Not an Athlete,Music,61,1,1,0,0
5891,2018-19,Hispanic,Male,1,7.758760544,1,Not an Athlete,Nursing,69,0,1,0,0
5892,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Cinematic Arts,98,1,1,0,0
5893,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Sociology,78,1,1,0,0
5894,2018-19,White,Male,0,12.50000266,0,Two or more sports,History,78,1,1,0,0
5895,2018-19,White,Female,0,12.50000266,0,Two or more sports,Honors Program,88,1,1,0,0
5896,2018-19,Hispanic,Female,0,12.50000266,0,Not an Athlete,Sociology,34,1,1,0,0
5897,2018-19,White,Female,0,12.50000266,0,Not an Athlete,Communication,88,1,1,0,0
5898,2019-20,Hispanic,Male,1,7.826443135,1,Football,Undeclared,79,1,1,0,0
5899,2019-20,Asian,Female,0,9.236495329,0,Not an Athlete,Art & Design,43,1,1,0,0
5900,2019-20,White,Male,0,10.10614264,0,Not an Athlete,Computer Science,97,0,1,0,0
5901,2019-20,Two or more races,Female,0,8.880585523,0,Not an Athlete,Nursing,70,1,1,0,0
5902,2019-20,Hispanic,Female,1,0,1,Not an Athlete,Business,21,0,1,0,0
5903,2019-20,White,Female,0,6.126869184,1,Two or more sports,Undeclared,97,1,1,0,0
5904,2019-20,Two or more races,Male,0,0,1,Football,Business,34,1,1,0,0
5905,2019-20,White,Female,0,9.659248038,0,Not an Athlete,Nursing,72,1,1,0,0
5906,2019-20,White,Female,0,10.882415,0,Not an Athlete,Honors Program,98,1,1,0,0
5907,2019-20,White,Female,0,8.398634855,1,Swimming,Undergrad Social Work,93,1,1,0,0
5908,2019-20,White,Female,0,9.119211439,0,Not an Athlete,Nursing,86,1,1,0,0
5909,2019-20,Hispanic,Female,0,11.15432009,0,Two or more sports,Nursing,58,1,1,0,0
5910,2019-20,Hispanic,Female,1,0,1,Not an Athlete,Health & Human Performance,41,1,1,0,0
5911,2019-20,White,Female,0,9.789254458,0,Not an Athlete,Biochemistry,91,1,1,0,0
5912,2019-20,Hispanic,Female,1,10.11033911,0,Not an Athlete,Biology,78,1,1,0,0
5913,2019-20,White,Female,0,10.00681099,0,Not an Athlete,Honors Program,86,1,1,0,0
5914,2019-20,White,Female,0,10.20680919,0,Not an Athlete,Honors Program,88,1,1,0,0
5915,2019-20,White,Female,0,10.47632977,0,Not an Athlete,History,95,1,1,0,0
5916,2019-20,White,Female,0,7.82084088,1,Not an Athlete,Nursing,58,1,1,0,0
5917,2019-20,White,Female,0,9.799459482,0,Not an Athlete,Biblical Studies,99,1,1,0,0
5918,2019-20,White,Female,0,10.73125303,0,Two or more sports,Biology,93,1,1,0,0
5919,2019-20,White,Female,0,11.90018587,0,Basketball,Psychology,74,1,1,0,0
5920,2019-20,White,Female,0,7.539558829,1,Not an Athlete,Nursing,70,1,1,0,0
5921,2019-20,White,Female,0,10.42189437,0,Basketball,Nursing,78,1,1,0,0
5922,2019-20,White,Female,0,8.793763759,0,Not an Athlete,Undergrad Teacher Education,58,1,1,0,0
5923,2019-20,Asian,Female,0,9.086023537,0,Not an Athlete,Nursing,20,1,1,0,0
5924,2019-20,Two or more races,Male,0,8.193676666,1,Not an Athlete,Biology,69,1,1,0,0
5925,2019-20,White,Female,0,9.030735123,0,Not an Athlete,Biology,100,0,1,0,0
5926,2019-20,White,Female,0,9.734062477,0,Not an Athlete,Undergrad Teacher Education,26,0,1,0,0
5927,2019-20,White,Male,0,0,1,Football,Engineering,90,1,1,0,0
5928,2019-20,White,Female,0,10.96315109,0,Not an Athlete,Business,86,1,1,0,0
5929,2019-20,White,Male,0,12.15680887,0,Not an Athlete,Art & Design,94,1,1,0,0
5930,2019-20,White,Female,1,8.465478756,1,Not an Athlete,Nursing,62,1,1,0,0
5931,2019-20,White,Female,0,9.80736204,0,Not an Athlete,Health & Human Performance,36,0,1,0,0
5932,2019-20,White,Male,0,9.260748275,0,Two or more sports,Art & Design,63,1,1,0,0
5933,2019-20,White,Female,0,11.31448672,0,Two or more sports,Politics,94,0,1,0,0
5934,2019-20,Hispanic,Male,0,10.31344257,0,Baseball,Business,63,1,1,0,0
5935,2019-20,White,Male,0,10.03517349,0,Not an Athlete,Chemistry,80,1,1,0,0
5936,2019-20,White,Female,0,7.788626066,1,Not an Athlete,Honors Program,73,1,1,0,0
5937,2019-20,White,Female,0,6.836259277,1,Not an Athlete,Engineering,89,1,1,0,0
5938,2019-20,White,Female,0,9.508442962,0,Not an Athlete,Engineering,100,1,1,0,0
5939,2019-20,White,Male,0,9.030495745,0,Not an Athlete,Cinematic Arts,74,1,1,0,0
5940,2019-20,White,Female,0,11.31281461,0,Not an Athlete,Communication,70,1,1,0,0
5941,2019-20,White,Female,0,9.804550805,0,Not an Athlete,Theatre,69,1,1,0,0
5942,2019-20,White,Male,0,10.77014677,0,Two or more sports,Engineering,96,1,1,0,0
5943,2019-20,White,Male,0,9.328834266,0,Not an Athlete,Engineering,89,1,1,0,0
5944,2019-20,White,Male,0,11.83175004,0,Baseball,Politics,95,1,1,0,0
5945,2019-20,White,Male,0,9.440419814,0,Not an Athlete,Music,72,1,1,0,0
5946,2019-20,Two or more races,Female,0,10.94767885,0,Not an Athlete,Biology,99,1,1,0,0
5947,2019-20,White,Female,0,11.37530573,0,Not an Athlete,Psychology,62,1,1,0,0
5948,2019-20,White,Male,0,12.06083876,0,Not an Athlete,Health & Human Performance,77,1,1,0,0
5949,2019-20,Hispanic,Male,1,0,1,Basketball,Business,58,1,1,0,0
5950,2019-20,White,Male,0,11.56569816,0,Two or more sports,Politics,87,1,1,0,0
5951,2019-20,White,Male,0,11.38074174,0,Not an Athlete,History,86,1,1,0,0
5952,2019-20,Asian,Female,0,10.64024484,0,Not an Athlete,Business,83,1,1,0,0
5953,2019-20,White,Female,0,0,1,Not an Athlete,Honors Program,88,1,1,0,0
5954,2019-20,Hispanic,Female,0,13.21024238,0,Soccer,Nursing,24,0,1,0,0
5955,2019-20,White,Male,0,10.65443183,0,Not an Athlete,Engineering,99,1,1,0,0
5956,2019-20,White,Female,0,0,1,Not an Athlete,Nursing,74,0,1,0,0
5957,2019-20,White,Male,1,10.44255072,0,Baseball,Biology,98,1,1,0,0
5958,2019-20,Unknown Race and Ethnicity,Female,0,8.628734566,0,Not an Athlete,Biology,59,1,1,0,0
5959,2019-20,White,Male,0,10.44109142,0,Not an Athlete,Nursing,84,1,1,0,0
5960,2019-20,Hispanic,Female,0,9.058935918,0,Not an Athlete,Biology,51,1,1,0,0
5961,2019-20,White,Male,1,7.190676034,1,Baseball,Business,62,1,1,0,0
5962,2019-20,White,Male,0,9.724241262,0,Not an Athlete,Honors Program,92,1,1,0,0
5963,2019-20,White,Female,0,9.775313214,0,Not an Athlete,Engineering,95,1,1,0,0
5964,2019-20,White,Male,0,9.687195476,0,Not an Athlete,Engineering,86,0,1,0,0
5965,2019-20,Hispanic,Female,1,0,1,Not an Athlete,Biology,58,1,1,0,0
5966,2019-20,Hispanic,Male,1,0,1,Not an Athlete,Biology,86,1,1,0,0
5967,2019-20,White,Male,0,0,1,Football,Health & Human Performance,54,1,1,0,0
5968,2019-20,White,Female,1,7.535830463,1,Not an Athlete,Biology,34,1,1,0,0
5969,2019-20,White,Female,0,0,1,Not an Athlete,Health & Human Performance,26,0,1,0,0
5970,2019-20,White,Male,1,8.637639344,0,Not an Athlete,Psychology,58,1,1,0,0
5971,2019-20,White,Male,0,9.192074563,0,Baseball,Business,99,1,1,0,0
5972,2019-20,White,Male,0,9.406564834,0,Not an Athlete,Biology,88,1,1,0,0
5973,2019-20,Hispanic,Male,0,8.0522965,1,Two or more sports,History,63,0,1,0,0
5974,2019-20,White,Female,0,10.76660955,0,Not an Athlete,Music,62,1,1,0,0
5975,2019-20,White,Male,0,9.058935918,0,Two or more sports,Business,80,1,1,0,0
5976,2019-20,White,Male,0,9.139703292,0,Swimming,Health & Human Performance,58,1,1,0,0
5977,2019-20,White,Female,0,9.794007452,0,Not an Athlete,Undergrad Social Work,69,0,1,0,0
5978,2019-20,Native Hawaiian or Other Pacific Islander,Male,0,6.11146734,1,Football,Business,20,0,1,0,0
5979,2019-20,Hispanic,Female,0,8.978408315,0,Not an Athlete,Music,27,0,1,0,0
5980,2019-20,Two or more races,Female,0,8.821437352,0,Not an Athlete,English,39,1,1,0,0
5981,2019-20,White,Male,0,11.16956154,0,Soccer,Undeclared,39,1,1,0,0
5982,2019-20,White,Male,1,0,1,Not an Athlete,Business,69,1,1,0,0
5983,2019-20,Asian,Male,0,9.143773128,0,Soccer,Health & Human Performance,52,0,1,0,0
5984,2019-20,Black or African American,Male,1,0,1,Football,Art & Design,30,0,1,0,0
5985,2019-20,White,Male,0,9.293945956,0,Not an Athlete,Business,62,1,1,0,0
5986,2019-20,White,Female,1,7.622174595,1,Volleyball,Nursing,81,1,1,0,0
5987,2019-20,White,Male,0,12.50000266,0,Not an Athlete,Honors Program,86,1,1,0,0
5988,2019-20,Two or more races,Male,0,12.50000266,0,Not an Athlete,Health & Human Performance,23,0,1,0,0
5989,2019-20,White,Female,0,12.50000266,0,Not an Athlete,Health & Human Performance,97,1,1,0,0
5990,2019-20,White,Male,0,12.50000266,0,Not an Athlete,Honors Program,97,1,1,0,0
5991,2019-20,White,Male,0,12.50000266,0,Not an Athlete,Computer Science,87,1,1,0,0
5992,2020-21,White,Female,0,11.17886432,0,Not an Athlete,Cinematic Arts,82,1,1,0,0
5993,2020-21,White,Male,0,10.98342658,0,Two or more sports,Engineering,82,1,1,0,0
5994,2020-21,White,Female,0,11.16213318,0,Two or more sports,Biology,83,1,1,0,0
5995,2020-21,White,Female,0,9.964770781,0,Not an Athlete,Engineering,88,1,1,0,0
5996,2020-21,White,Female,0,10.23595177,0,Not an Athlete,Nursing,78,1,1,0,0
5997,2020-21,Asian,Female,0,11.7798409,0,Not an Athlete,Honors Program,82,1,1,0,0
5998,2020-21,Asian,Female,0,11.7798409,0,Not an Athlete,Nursing,82,1,1,0,0
5999,2020-21,Asian,Male,0,9.592536853,0,Not an Athlete,Engineering,69,1,1,0,0
6000,2020-21,White,Male,0,0,1,Football,Cinematic Arts,62,1,1,0,0
6001,2020-21,White,Female,0,12.16655189,0,Volleyball,Business,91,1,1,0,0
6002,2020-21,Two or more races,Female,0,10.49032933,0,Soccer,Business,65,1,1,0,0
6003,2020-21,Two or more races,Female,1,10.56105937,0,Not an Athlete,Business,20,1,1,0,0
6004,2020-21,White,Male,0,0,1,Not an Athlete,English,86,1,1,0,0
6005,2020-21,White,Female,0,0,1,Not an Athlete,Theatre,65,1,1,0,0
6006,2020-21,White,Female,1,8.747510946,0,Not an Athlete,Cinematic Arts,38,1,1,0,0
6007,2020-21,Hispanic,Male,1,9.31379908,0,Not an Athlete,Engineering,91,1,1,0,0
6008,2020-21,Two or more races,Female,0,9.224046019,0,Not an Athlete,Communication,91,1,1,0,0
6009,2020-21,White,Female,0,8.831857935,0,Not an Athlete,Computer Science,85,1,1,0,0
6010,2020-21,White,Female,0,8.636042325,1,Not an Athlete,Art & Design,80,1,1,0,0
6011,2020-21,White,Female,0,12.18518603,0,Not an Athlete,Undeclared,68,1,1,0,0
6012,2020-21,Two or more races,Female,0,9.653101265,0,Not an Athlete,Honors Program,100,1,1,0,0
6013,2020-21,Hispanic,Male,1,11.90893938,0,Swimming,Business,44,1,1,0,0
6014,2020-21,White,Female,0,9.367258647,0,Not an Athlete,Music,74,1,1,0,0
6015,2020-21,White,Female,0,11.0589684,0,Not an Athlete,Psychology,88,1,1,0,0
6016,2020-21,White,Female,0,11.45178383,0,Volleyball,Health & Human Performance,67,1,1,0,0
6017,2020-21,White,Male,0,9.775256375,0,Not an Athlete,History,58,1,1,0,0
6018,2020-21,White,Male,0,10.64440056,0,Golf,Mathematics,88,1,1,0,0
6019,2020-21,White,Female,0,9.557681895,0,Two or more sports,Nursing,46,1,1,0,0
6020,2020-21,White,Female,0,10.72718042,0,Basketball,Cinematic Arts,78,1,1,0,0
6021,2020-21,White,Male,0,10.07609542,0,Basketball,History,78,1,1,0,0
6022,2020-21,Two or more races,Male,0,9.862353009,0,Not an Athlete,Business,80,1,1,0,0
6023,2020-21,White,Female,1,8.822764297,0,Not an Athlete,Health & Human Performance,49,1,1,0,0
6024,2020-21,White,Male,0,8.28172399,1,Not an Athlete,Cinematic Arts,53,1,1,0,0
6025,2020-21,White,Female,1,0,1,Not an Athlete,Engineering,99,1,1,0,0
6026,2020-21,White,Male,0,0,1,Not an Athlete,Engineering,79,1,1,0,0
6027,2020-21,White,Male,1,0,1,Not an Athlete,Art & Design,69,1,1,0,0
6028,2020-21,White,Male,0,10.74920559,0,Football,Biology,85,1,1,0,0
6029,2020-21,White,Female,0,11.03530893,0,Not an Athlete,Engineering,62,1,1,0,0
6030,2020-21,White,Female,1,0,1,Not an Athlete,Undergrad Teacher Education,33,1,1,0,0
6031,2020-21,Asian,Female,0,9.347664563,0,Not an Athlete,Engineering,99,1,1,0,0
6032,2020-21,White,Male,0,11.04474417,0,Not an Athlete,Biology,84,1,1,0,0
6033,2020-21,White,Female,0,8.209036266,1,Not an Athlete,Biology,74,1,1,0,0
6034,2020-21,White,Female,0,10.35405349,0,Not an Athlete,Psychology,60,1,1,0,0
6035,2020-21,White,Male,0,10.60286528,0,Not an Athlete,Undeclared,68,1,1,0,0
6036,2020-21,White,Male,0,9.457122322,0,Not an Athlete,Engineering,83,1,1,0,0
6037,2020-21,White,Female,0,8.562740006,1,Not an Athlete,English,80,1,1,0,0
6038,2020-21,White,Female,0,8.562740006,1,Not an Athlete,Honors Program,80,1,1,0,0
6039,2020-21,American Indian or Alaskan Native,Female,0,0,1,Not an Athlete,Nursing,64,1,1,0,0
6040,2020-21,White,Female,0,9.741145078,0,Not an Athlete,Nursing,49,1,1,0,0
6041,2020-21,White,Female,0,9.537988072,0,Not an Athlete,Biology,93,1,1,0,0
6042,2020-21,Two or more races,Male,0,10.51262793,0,Not an Athlete,Engineering,70,1,1,0,0
6043,2020-21,White,Female,0,10.84478304,0,Two or more sports,Nursing,78,1,1,0,0
6044,2020-21,White,Female,0,10.44688685,0,Basketball,Health & Human Performance,91,1,1,0,0
6045,2020-21,White,Female,0,9.267382112,0,Not an Athlete,Art & Design,68,1,1,0,0
6046,2020-21,Asian,Male,1,6.818924065,1,Not an Athlete,Computer Science,82,1,1,0,0
6047,2020-21,Hispanic,Male,1,0,1,Not an Athlete,Undeclared,69,1,1,0,0
6048,2020-21,White,Female,0,9.763938088,0,Not an Athlete,Undergrad Teacher Education,27,1,1,0,0
6049,2020-21,Hispanic,Male,0,8.943767263,0,Football,Computer Science,40,1,1,0,0
6050,2020-21,White,Female,0,9.558952902,0,Not an Athlete,Undeclared,47,1,1,0,0
6051,2020-21,Hispanic,Male,1,0,1,Soccer,Business,33,1,1,0,0
6052,2020-21,White,Female,0,12.50000266,0,Volleyball,Health & Human Performance,83,1,1,0,0
6053,2020-21,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,98,1,1,0,0
6054,2020-21,White,Male,0,12.50000266,0,Not an Athlete,Nursing,52,1,1,0,0
6055,2020-21,White,Female,0,12.50000266,0,Not an Athlete,Communication,44,1,1,0,0
6056,2012-13,White,Male,0,8.711278615,0,Not an Athlete,Engineering,99,1,0,0,0
6057,2012-13,White,Male,1,9.275753511,0,Not an Athlete,Engineering,62,1,1,1,1
6058,2012-13,White,Male,0,10.93569291,0,Two or more sports,Engineering,93,1,1,1,1
6059,2012-13,White,Male,1,9.321255433,0,Track (Outdoor),Business,93,1,1,1,1
6060,2012-13,Two or more races,Male,0,8.225770799,1,Not an Athlete,Undeclared,72,0,0,0,0
6061,2012-13,White,Female,0,9.128696383,0,Not an Athlete,Art & Design,83,1,1,1,1
6062,2012-13,White,Female,0,9.364862411,0,Not an Athlete,Undergrad Teacher Education,98,1,1,1,1
6063,2012-13,White,Female,0,0,1,Not an Athlete,Nursing,6,0,0,0,0
6064,2012-13,Hispanic,Female,1,8.046229101,1,Not an Athlete,Undeclared,94,1,1,1,1
6065,2012-13,White,Male,0,9.597641509,0,Not an Athlete,Business,79,1,1,1,1
6066,2012-13,White,Female,0,8.309676896,1,Not an Athlete,Art & Design,55,1,0,0,0
6067,2012-13,White,Male,0,9.056373009,0,Soccer,Engineering,79,1,1,1,1
6068,2012-13,White,Female,0,10.42070272,0,Not an Athlete,Theatre,96,1,1,1,1
6069,2012-13,White,Female,0,10.24384509,0,Not an Athlete,English,78,1,1,1,1
6070,2012-13,Hispanic,Female,0,5.521460918,1,Not an Athlete,Business,62,1,1,1,1
6071,2012-13,White,Male,0,9.394327208,0,Not an Athlete,Health & Human Performance,93,0,0,0,0
6072,2012-13,White,Female,0,0,1,Soccer,Nursing,64,1,1,1,1
6073,2012-13,White,Male,1,6.501289671,1,Not an Athlete,Engineering,89,1,1,1,1
6074,2012-13,Black or African American,Female,1,0,1,Not an Athlete,International Studies,62,1,1,0,0
6075,2012-13,White,Male,0,8.719317376,0,Not an Athlete,Business,74,1,1,0,1
6076,2012-13,White,Female,0,9.337061125,0,Not an Athlete,Health & Human Performance,25,0,0,0,0
6077,2012-13,White,Female,0,9.473319832,0,Not an Athlete,Nursing,99,1,0,0,0
6078,2012-13,White,Female,0,9.992642464,0,Not an Athlete,Communication,86,1,1,1,1
6079,2012-13,White,Male,0,8.433376705,1,Not an Athlete,Biblical Studies,91,1,1,1,1
6080,2012-13,White,Female,0,6.413458957,1,Not an Athlete,Cinematic Arts,29,1,0,0,0
6081,2012-13,White,Female,0,9.907927681,0,Cross Country,Politics,91,1,1,1,1
6082,2012-13,White,Male,0,10.85678501,0,Not an Athlete,Theatre,64,0,0,0,0
6083,2012-13,White,Female,0,9.289705927,0,Not an Athlete,Undeclared,94,1,0,0,0
6084,2012-13,Black or African American,Male,0,0,1,Not an Athlete,Engineering,85,1,1,0,1
6085,2012-13,Two or more races,Male,0,8.857941985,0,Not an Athlete,Computer Science,79,1,1,1,1
6086,2012-13,White,Female,0,9.695971257,0,Volleyball,Art & Design,76,1,1,1,1
6087,2012-13,Two or more races,Male,0,8.744647438,0,Not an Athlete,Business,78,0,0,0,0
6088,2012-13,White,Female,0,10.34225848,0,Not an Athlete,Mathematics,47,1,1,1,1
6089,2012-13,White,Male,0,6.320768294,1,Not an Athlete,Engineering,91,1,1,1,1
6090,2012-13,White,Male,0,9.657906656,0,Not an Athlete,Engineering,87,1,0,0,0
6091,2012-13,White,Male,0,0,1,Not an Athlete,Biblical Studies,87,1,1,1,1
6092,2012-13,White,Male,0,10.09232947,0,Not an Athlete,Undeclared,59,0,0,0,0
6093,2012-13,White,Female,0,8.291295852,1,Not an Athlete,Biology,41,0,0,0,0
6094,2012-13,White,Female,0,10.61272951,0,Not an Athlete,Nursing,79,1,0,0,0
6095,2012-13,White,Female,0,7.961718816,1,Not an Athlete,Chemistry,93,1,1,1,1
6096,2012-13,White,Female,1,3.688879454,1,Not an Athlete,Undergrad Social Work,91,1,1,0,1
6097,2012-13,Hispanic,Female,0,0,1,Not an Athlete,Undergrad Social Work,14,0,0,0,0
6098,2012-13,White,Female,0,10.6016969,0,Tennis,Biblical Studies,74,1,1,1,1
6099,2012-13,White,Male,0,7.158513997,1,Two or more sports,Engineering,49,1,1,1,1
6100,2012-13,Black or African American,Male,1,8.157657015,1,Not an Athlete,Biology,22,1,1,0,1
6101,2012-13,White,Male,1,6.938284484,1,Baseball,Undeclared,40,1,1,0,0
